unique_im,is_specialcore,stim_pos,stim_pos_i,dot_motdir_deg,dot_motdir_deg_i,dot_coh,dot_coh_i,rel_motdir_deg,rel_motdir_deg_i,is_special_core,dot_pos,img_quiz_dots_overlap,img_quiz_dot1_x_pix,img_quiz_dot1_y_pix,img_quiz_dot2_x_pix,img_quiz_dot2_y_pix,img_quiz_dot1_x_deg,img_quiz_dot1_y_deg,img_quiz_dot2_x_deg,img_quiz_dot2_y_deg,img_quiz_dot1_orient_deg,img_quiz_dot2_orient_deg,img_quiz_dot_specialcore_stim_nr,img_quiz_dot_filename,ltm_paired_stim,ltm_paired_stim_class_i
640,1,left,1,123.75,3,1,3,0,0,NaN,NaN,2,168,244,161,59,1.100290517,0.775997413,-1.1068439,1.339687902,357.75,537.75,43,NaN,NaN,NaN
641,1,left,1,123.75,3,1,3,0,0,NaN,NaN,2,57,193,304,241,1.9528954,1.370336567,0.304161143,1.617462959,101,281,43,NaN,NaN,NaN
642,1,left,1,123.75,3,1,3,0,0,NaN,NaN,2,142,120,30,179,-1.379568685,0.75126237,2.030234552,1.662605277,242.25,422.25,43,NaN,NaN,NaN
643,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,252,96,279,229,-0.528507577,1.253626396,0.306978271,1.303175475,168.75,348.75,44,NaN,NaN,NaN
644,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,176,146,212,326,-1.034887308,0.34865056,0.870398362,1.740674989,168.75,348.75,44,NaN,NaN,NaN
645,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,221,165,245,284,-0.168559315,0.522916774,0.653422537,1.448031511,168.75,348.75,44,NaN,NaN,NaN
646,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,93,127,124,284,-1.693115348,1.105431278,1.314686001,1.3603971,168.75,348.75,44,NaN,NaN,NaN
647,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,218,122,242,245,-0.599431577,0.774638524,0.5241224,1.077069348,168.75,348.75,44,NaN,NaN,NaN
648,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,159,48,213,318,-1.108832544,1.465161827,0.858231539,1.656100486,168.75,348.75,44,NaN,NaN,NaN
649,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,100,114,141,320,-1.59640261,1.115117561,1.176625002,1.6786255,168.75,348.75,44,NaN,NaN,NaN
650,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,125,32,180,308,-1.243619019,1.740166877,1.00478428,1.488528008,168.75,348.75,44,NaN,NaN,NaN
651,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,192,102,230,294,-0.890604227,0.859522513,0.743746934,1.457466136,168.75,348.75,44,NaN,NaN,NaN
652,1,right,2,168.75,4,1,3,0,0,NaN,NaN,1,124,39,165,245,-1.257824203,1.670557372,1.128175604,0.792834093,168.75,348.75,44,NaN,NaN,NaN
653,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,273,215,173,34,0.245126014,1.178454459,-1.037930761,1.621207365,331,511,44,NaN,NaN,NaN
654,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,166,184,88,61,1.628168081,0.148502238,-1.44449473,1.653451896,327.75,507.75,44,NaN,NaN,NaN
655,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,189,330,176,104,0.968938955,1.743563152,-1.02593729,0.817464699,356.75,536.75,44,NaN,NaN,NaN
656,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,145,204,329,178,1.574761871,0.476564937,0.007192069,1.734603936,82,262,44,NaN,NaN,NaN
657,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,164,185,324,164,1.63266941,0.169935304,-0.056734525,1.679390501,82.25,262.25,44,NaN,NaN,NaN
658,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,54,173,268,72,-2.022137805,1.386996465,-0.552455578,1.576597627,64.75,244.75,44,NaN,NaN,NaN
659,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,108,191,271,186,1.909556358,0.79342286,0.062147619,1.078069638,88.25,268.25,44,NaN,NaN,NaN
660,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,241,141,137,274,-0.32944827,0.83589794,1.271478122,1.191812167,218,398,44,NaN,NaN,NaN
661,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,76,70,283,210,-1.512793437,1.655816219,0.197191252,1.262376544,124,304,44,NaN,NaN,NaN
662,1,right,2,168.75,4,1,3,0,0,NaN,NaN,2,316,224,116,271,0.213307122,1.674109794,1.391030418,1.277535818,256.75,436.75,44,NaN,NaN,NaN
663,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,199,48,99,200,-0.905190065,1.475126645,1.854505075,0.921840198,213.75,393.75,45,NaN,NaN,NaN
664,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,254,168,161,308,-0.07065788,0.8892671,1.097043262,1.500803811,213.75,393.75,45,NaN,NaN,NaN
665,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,204,68,79,256,-0.855833751,1.265483651,1.595281375,1.430409725,213.75,393.75,45,NaN,NaN,NaN
666,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,297,167,202,309,-0.050497088,1.365136051,0.897793488,1.528506784,213.75,393.75,45,NaN,NaN,NaN
667,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,208,188,122,317,0.220913818,0.381211587,1.261578764,1.708029694,213.75,393.75,45,NaN,NaN,NaN
668,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,231,50,109,233,-0.757233032,1.556369692,1.59107026,0.997589661,213.75,393.75,45,NaN,NaN,NaN
669,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,178,170,93,297,-0.871328301,0.080018385,1.414252568,1.658674703,213.75,393.75,45,NaN,NaN,NaN
670,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,297,120,190,281,-0.28546459,1.515525727,0.939109278,1.194021321,213.75,393.75,45,NaN,NaN,NaN
671,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,224,153,124,302,-0.300658264,0.595662573,1.278540304,1.548900975,213.75,393.75,45,NaN,NaN,NaN
672,1,left,1,213.75,5,1,3,0,0,NaN,NaN,1,235,57,81,288,-0.723373298,1.511760823,1.481131684,1.659181276,213.75,393.75,45,NaN,NaN,NaN
673,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,208,182,43,123,0.105315169,0.361919284,-1.794333168,1.628137098,289.5,469.5,45,NaN,NaN,NaN
674,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,163,187,226,42,1.603400588,0.196087233,-0.793822137,1.628560254,23.25,203.25,45,NaN,NaN,NaN
675,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,129,263,132,62,1.345618017,1.118006088,-1.261536759,1.397160438,0.75,180.75,45,NaN,NaN,NaN
676,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,73,147,311,204,-1.861094142,1.217332352,0.132073099,1.557889865,103.5,283.5,45,NaN,NaN,NaN
677,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,179,181,275,60,0.739345375,0.059470776,-0.566892002,1.729866166,38.25,218.25,45,NaN,NaN,NaN
678,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,154,263,47,194,1.183201953,1.013711414,1.955113911,1.47648636,303,483,45,NaN,NaN,NaN
679,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,138,283,267,112,1.248237645,1.281336072,-0.400342207,1.261716621,37.25,217.25,45,NaN,NaN,NaN
680,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,54,192,313,211,1.956796763,1.401250314,0.158652924,1.600629111,94,274,45,NaN,NaN,NaN
681,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,278,272,114,99,0.490724014,1.587013055,-1.462357192,1.128452977,316.5,496.5,45,NaN,NaN,NaN
682,1,left,1,213.75,5,1,3,0,0,NaN,NaN,2,174,176,211,42,-1.926171242,0.029978104,-0.859910527,1.576745477,15.25,195.25,45,NaN,NaN,NaN
683,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,250,173,39,215,-0.033572038,0.829116687,1.865418369,1.616877262,258.75,438.75,46,NaN,NaN,NaN
684,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,267,156,64,196,-0.14397214,1.047979895,1.926799752,1.292051354,258.75,438.75,46,NaN,NaN,NaN
685,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,318,203,69,253,0.121081999,1.633314148,1.639589984,1.490546451,258.75,438.75,46,NaN,NaN,NaN
686,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,315,127,152,160,-0.221731777,1.666533467,-1.656970892,0.339677183,258.75,438.75,46,NaN,NaN,NaN
687,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,315,233,122,272,0.254343215,1.693320985,1.357953645,1.244386906,258.75,438.75,46,NaN,NaN,NaN
688,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,210,52,64,80,-0.852507356,1.465735632,-1.580600733,1.674086317,258.75,438.75,46,NaN,NaN,NaN
689,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,306,199,179,224,0.10978507,1.488235817,0.992338408,0.537964828,258.75,438.75,46,NaN,NaN,NaN
690,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,319,176,42,231,-0.004432044,1.616465444,1.792332339,1.642475879,258.75,438.75,46,NaN,NaN,NaN
691,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,244,202,109,229,0.238150581,0.817684808,1.611782899,0.974274241,258.75,438.75,46,NaN,NaN,NaN
692,1,right,2,258.75,6,1,3,0,0,NaN,NaN,1,254,113,36,156,-0.445125559,1.139345432,-1.947887736,1.605306466,258.75,438.75,46,NaN,NaN,NaN
693,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,190,174,104,44,-0.129564916,0.156356408,-1.348237075,1.710847949,326.25,506.25,46,NaN,NaN,NaN
694,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,59,251,116,36,1.675235056,1.57731105,-1.283544534,1.731146086,15,195,46,NaN,NaN,NaN
695,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,244,289,49,254,0.670159208,1.482844852,1.685759694,1.697086769,280,460,46,NaN,NaN,NaN
696,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,270,93,139,288,-0.472309847,1.422849045,1.232055333,1.33228687,214,394,46,NaN,NaN,NaN
697,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,142,163,206,300,-1.787722993,0.416953428,0.868443645,1.44399064,155.25,335.25,46,NaN,NaN,NaN
698,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,166,208,301,261,1.223525976,0.375566714,0.384811689,1.707205735,111.25,291.25,46,NaN,NaN,NaN
699,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,89,167,272,290,-1.970913389,0.996919449,0.567530714,1.682445713,124,304,46,NaN,NaN,NaN
700,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,125,218,280,184,1.600121619,0.748453163,0.044686994,1.175246389,77.5,257.5,46,NaN,NaN,NaN
701,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,291,144,73,287,-0.179348497,1.354116056,1.509617623,1.723100602,236.75,416.75,46,NaN,NaN,NaN
702,1,right,2,258.75,6,1,3,0,0,NaN,NaN,2,168,207,297,137,1.191952214,0.36106203,-0.204727731,1.441821533,61.5,241.5,46,NaN,NaN,NaN
703,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,208,243,63,146,0.734622584,0.833803034,-1.870822072,1.338293483,303.75,483.75,47,NaN,NaN,NaN
704,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,228,214,54,99,0.413565911,0.719983544,-1.671895502,1.641516489,303.75,483.75,47,NaN,NaN,NaN
705,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,198,174,70,88,-0.085239428,0.251089193,-1.589876406,1.57401084,303.75,483.75,47,NaN,NaN,NaN
706,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,195,183,55,90,0.223229323,0.225811212,-1.63724267,1.688380705,303.75,483.75,47,NaN,NaN,NaN
707,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,293,269,165,184,0.435984924,1.684211645,1.679423611,0.151462575,303.75,483.75,47,NaN,NaN,NaN
708,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,242,276,33,136,0.641574968,1.346146053,-1.861835199,1.695291564,303.75,483.75,47,NaN,NaN,NaN
709,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,218,266,41,148,0.736726578,1.121542854,-1.905082875,1.568284922,303.75,483.75,47,NaN,NaN,NaN
710,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,260,197,154,126,0.158361033,0.979821115,-1.293688587,0.623060865,303.75,483.75,47,NaN,NaN,NaN
711,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,305,211,83,63,0.170897782,1.50429094,-1.468678521,1.673785748,303.75,483.75,47,NaN,NaN,NaN
712,1,left,1,303.75,7,1,3,0,0,NaN,NaN,1,176,279,51,195,1.022301024,1.161379407,1.946371926,1.44295951,303.75,483.75,47,NaN,NaN,NaN
713,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,188,55,170,245,-0.961288155,1.377835683,1.080574463,0.775727119,185.25,365.25,47,NaN,NaN,NaN
714,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,174,177,275,278,1.986660912,0.032743502,0.520379646,1.60640477,135,315,47,NaN,NaN,NaN
715,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,271,102,185,307,-0.43468125,1.368749553,0.977433479,1.480620331,202.75,382.75,47,NaN,NaN,NaN
716,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,210,130,142,327,-0.615647168,0.647892841,1.166610445,1.747773983,199,379,47,NaN,NaN,NaN
717,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,165,169,244,39,-1.690084222,0.155986514,-0.724797883,1.731172505,31.25,211.25,47,NaN,NaN,NaN
718,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,150,296,303,98,1.160125085,1.384995292,-0.363260652,1.686004975,37.5,217.5,47,NaN,NaN,NaN
719,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,208,42,51,215,-0.869909814,1.566711254,1.847735081,1.486157062,222.25,402.25,47,NaN,NaN,NaN
720,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,124,303,302,173,1.27471948,1.546268792,-0.02071726,1.422402084,53.75,233.75,47,NaN,NaN,NaN
721,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,253,155,141,181,-0.176818029,0.903859707,1.959841685,0.402130943,257,437,47,NaN,NaN,NaN
722,1,left,1,303.75,7,1,3,0,0,NaN,NaN,2,99,109,256,293,-1.573161538,1.16775879,0.629429828,1.597998683,139.5,319.5,47,NaN,NaN,NaN
723,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,231,282,191,79,0.708787739,1.347677776,-0.924884457,1.119044257,348.75,528.75,48,NaN,NaN,NaN
724,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,208,239,176,74,0.713364827,0.790513532,-1.026269343,1.157371435,348.75,528.75,48,NaN,NaN,NaN
725,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,188,320,157,164,0.97057133,1.627838701,-1.676846554,0.266858055,348.75,528.75,48,NaN,NaN,NaN
726,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,155,271,115,70,1.164189677,1.097468979,-1.358547712,1.397989944,348.75,528.75,48,NaN,NaN,NaN
727,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,168,253,124,36,1.096324595,0.871122267,-1.250839746,1.703288674,348.75,528.75,48,NaN,NaN,NaN
728,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,189,284,152,98,0.945335657,1.225266308,-1.217124622,0.930354022,348.75,528.75,48,NaN,NaN,NaN
729,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,131,263,92,67,1.334929113,1.101822472,-1.445747754,1.566979666,348.75,528.75,48,NaN,NaN,NaN
730,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,223,307,172,50,0.797039469,1.575424988,-1.042993036,1.438889112,348.75,528.75,48,NaN,NaN,NaN
731,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,156,230,121,53,1.254516445,0.653882204,-1.295965703,1.530720546,348.75,528.75,48,NaN,NaN,NaN
732,1,right,2,348.75,8,1,3,0,0,NaN,NaN,1,184,311,135,67,0.984277389,1.530523975,-1.253459238,1.327890303,348.75,528.75,48,NaN,NaN,NaN
733,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,276,66,208,222,-0.542576445,1.683337152,0.632323425,0.62666189,203.75,383.75,48,NaN,NaN,NaN
734,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,294,231,102,250,0.280327542,1.464746982,1.534163838,1.181516615,264.25,444.25,48,NaN,NaN,NaN
735,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,253,138,73,144,-0.302115195,0.972855161,-1.840419942,1.230148948,268.25,448.25,48,NaN,NaN,NaN
736,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,222,63,250,277,-0.771567476,1.393414954,0.61078124,1.40751433,172.75,352.75,48,NaN,NaN,NaN
737,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,146,46,121,277,-1.171206131,1.522174225,1.345622935,1.304555347,186,366,48,NaN,NaN,NaN
738,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,129,51,185,240,-1.254439782,1.516212388,0.931272857,0.727569615,163.5,343.5,48,NaN,NaN,NaN
739,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,117,44,241,175,-1.295745377,1.642635071,-0.010183565,0.73496618,136.5,316.5,48,NaN,NaN,NaN
740,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,259,293,37,138,0.617321741,1.616914916,-1.867367532,1.637624987,304.75,484.75,48,NaN,NaN,NaN
741,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,78,134,319,156,-1.774025321,1.217482042,-0.094040382,1.632378039,95.25,275.25,48,NaN,NaN,NaN
742,1,right,2,348.75,8,1,3,0,0,NaN,NaN,2,226,106,118,258,-0.623927726,0.980729881,1.422908964,1.139973418,215.25,395.25,48,NaN,NaN,NaN